sample_index_in_test,global_index,active_count,active_count_interval,field_rmse_pa,field_mae_pa,field_r2,roi_curve_rmse_pa,roi_curve_mae_pa,high_response_rmse_pa,true_peak_pa,true_peak_freq_mhz,true_center_6db_mhz,true_bandwidth_6db_mhz,true_fbw_6db,pred_peak_pa,abs_err_peak_pa,pred_peak_freq_mhz,abs_err_peak_freq_mhz,pred_center_6db_mhz,abs_err_center_6db_mhz,pred_bandwidth_6db_mhz,abs_err_bandwidth_6db_mhz,pred_fbw_6db,abs_err_fbw_6db
429,9869,633,428-848,314.67027099305125,139.43160148706852,0.9984129301700806,239.17579530081295,128.74029541015625,774.1128511902991,49917.796875,3.55,3.575,0.8500000000000001,0.2377622377622378,49072.328125,845.46875,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
430,4187,2463,2093-2500,148.60142653047018,68.79514527747112,0.9999759876031286,198.54867468771494,88.04220448369566,378.7697548319141,216478.1875,3.55,3.775,0.4500000000000002,0.11920529801324509,217013.28125,535.09375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
431,6604,495,428-848,225.55963798546608,108.28018668534652,0.9985583874053393,288.89750453515404,131.64717433763587,552.4324828314167,36938.62109375,4.0,3.575,0.8500000000000001,0.2377622377622378,36603.2109375,335.41015625,3.55,0.4500000000000002,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
432,6087,2181,2093-2500,383.5246307717489,147.66173456288215,0.9998133324571474,374.648230317236,158.66603685461956,1053.9787030954578,198246.34375,3.55,3.775,0.4500000000000002,0.11920529801324509,199763.34375,1517.0,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
433,1368,1746,1679-2092,316.4661852988242,145.4515970650051,0.9998216440277338,238.01423811790409,144.10164741847825,772.1899228504988,163805.515625,3.55,3.775,0.4500000000000002,0.11920529801324509,163091.125,714.390625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
434,1424,1172,849-1267,588.4630380269472,222.00319357273267,0.9987032636224642,551.4525846228343,225.8951469089674,1684.5643464273478,106458.078125,3.55,3.775,0.4500000000000002,0.11920529801324509,105057.0625,1401.015625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
435,1319,1818,1679-2092,407.1831915189723,151.9663084600034,0.9997275741734487,240.5445920577185,99.13866126019022,1165.2691610396578,171396.546875,3.55,3.775,0.4500000000000002,0.11920529801324509,170319.625,1076.921875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
436,467,950,849-1267,477.14299752847376,193.16732751703677,0.9985139373462246,396.01966251111025,187.67264988111413,1294.2618892329228,80253.46875,3.55,3.775,0.4500000000000002,0.11920529801324509,81418.8046875,1165.3359375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
437,2812,377,280-427,254.38497844833748,108.79798729024141,0.9961139646745009,188.62786804012129,90.29514213230298,657.3830126690557,25400.966796875,3.55,3.825,1.35,0.35294117647058826,25640.3359375,239.369140625,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
438,8700,1349,1268-1678,328.5200022171421,156.38789975877845,0.9996853177220947,318.7622513263526,166.7140476392663,851.3063401026308,123325.921875,3.55,3.775,0.4500000000000002,0.11920529801324509,122698.7109375,627.2109375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
439,1197,1250,849-1267,629.9360511607563,210.2559859812861,0.9985792950533422,730.6340562334881,257.9124862007473,1718.2477006205404,113328.171875,3.55,3.775,0.4500000000000002,0.11920529801324509,113394.40625,66.234375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
440,7090,99,0-100,124.65836850946623,59.0075544415391,0.9860762357691056,104.53222412868875,43.98658686098845,298.4368008919973,6294.3681640625,4.0,3.825,1.35,0.35294117647058826,5998.56103515625,295.80712890625,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
441,76,1090,849-1267,434.97367393648767,185.84023979677946,0.999133842569217,277.282338895069,151.80036727241847,1101.4867206803756,95236.6875,3.55,3.775,0.4500000000000002,0.11920529801324509,96099.0390625,862.3515625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
442,8712,1141,849-1267,706.8319952487122,255.101165680197,0.9977817473001076,1019.0207811850668,337.25545601222825,2039.452184447926,99658.5234375,3.55,3.775,0.4500000000000002,0.11920529801324509,101571.4921875,1912.96875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
443,62,2317,2093-2500,250.3731378358481,100.29484059793224,0.9999272740762656,167.41151907183624,87.10670006793478,585.4089737758732,208838.953125,3.55,3.775,0.4500000000000002,0.11920529801324509,209383.625,544.671875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
444,33,1587,1268-1678,429.3640223191421,163.65231700704823,0.9996072839272766,393.3542311366996,171.34494947350544,1177.4805340589116,148802.875,3.55,3.775,0.4500000000000002,0.11920529801324509,148410.875,392.0,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
445,7786,2240,2093-2500,1003.932528580046,254.90811621850054,0.9988015331880961,1157.0403155780944,287.1316661005435,2846.3239283176736,203381.40625,3.55,3.775,0.4500000000000002,0.11920529801324509,203510.046875,128.640625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
446,1317,1596,1268-1678,566.7862069248662,211.75573105893343,0.9993194464106218,462.1731294534928,182.45081627887228,1529.5879873628253,149233.03125,3.55,3.775,0.4500000000000002,0.11920529801324509,148721.234375,511.796875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
447,3641,1677,1268-1678,429.84282815536415,183.0456479263969,0.999652460363398,582.0770172759622,233.90811820652175,1218.3433909726452,158968.421875,3.55,3.775,0.4500000000000002,0.11920529801324509,156846.625,2121.796875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
448,1295,504,428-848,270.349778354637,118.59099030303955,0.9980169135390966,254.57776555679473,115.16539731233016,709.470909761228,38148.36328125,3.55,3.575,0.8500000000000001,0.2377622377622378,37511.49609375,636.8671875,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
449,4309,1058,849-1267,419.2339277722328,191.5343120984948,0.9991592835728509,449.65464031227486,197.8638916015625,1138.3798986235465,91705.671875,3.55,3.775,0.4500000000000002,0.11920529801324509,92590.7890625,885.1171875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
450,1159,1697,1679-2092,437.08100322110914,173.25736951134724,0.9996500349731998,351.07809259761876,154.65111243206522,1200.1575438833877,159604.84375,3.55,3.775,0.4500000000000002,0.11920529801324509,159351.984375,252.859375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
451,2,44,0-100,107.43043081584842,52.575313674259185,0.9467028414095334,119.32537566641118,53.47539022694463,270.42317851256405,2836.7919921875,4.0,3.825,1.35,0.35294117647058826,2827.11181640625,9.68017578125,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
452,3587,1817,1679-2092,421.69758697319156,176.43061141145125,0.999704990372439,396.69088110529185,170.78316066576087,1183.4154542266704,169745.859375,3.55,3.775,0.4500000000000002,0.11920529801324509,170160.65625,414.796875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
453,5181,1652,1268-1678,448.93518264534754,190.60493761636485,0.9995949715995412,688.1762846331748,253.84456734035325,1173.466320213457,153552.578125,3.55,3.775,0.4500000000000002,0.11920529801324509,154829.46875,1276.890625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
454,1080,1516,1268-1678,441.58592584856586,194.07742984765093,0.9995451799608334,402.92346098917005,206.76023267663044,1184.721482396897,140178.484375,3.55,3.775,0.4500000000000002,0.11920529801324509,141617.640625,1439.15625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
455,2075,734,428-848,416.9275890847476,159.69013142355215,0.998162797561731,744.5812551258061,243.0618896484375,1169.0283608846553,63439.56640625,3.55,3.775,0.4500000000000002,0.11920529801324509,59993.24609375,3446.3203125,3.55,0.0,3.575,0.19999999999999973,0.8500000000000001,0.3999999999999999,0.2377622377622378,0.1185569397489927
456,7951,1970,1679-2092,575.5331007411171,211.22729170213782,0.9995118902251692,445.11551646062253,198.53886081861413,1589.1026771757531,182971.546875,3.55,3.775,0.4500000000000002,0.11920529801324509,183837.984375,866.4375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
457,5916,1928,1679-2092,2189.0045871947286,561.0878950732687,0.9921746464337894,4461.578308281747,1212.7258619225543,6429.890202620302,176458.140625,3.55,3.775,0.4500000000000002,0.11920529801324509,181226.640625,4768.5,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
458,6434,569,428-848,334.59579765318057,145.4082105282991,0.997459852209845,412.1832288224691,187.9721148947011,912.6935147630376,42136.01171875,3.55,3.575,0.8500000000000001,0.2377622377622378,43295.21875,1159.20703125,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
459,474,1300,1268-1678,520.5833720250347,195.0369318537173,0.9991765736654121,609.8707619331526,247.59787385360053,1530.4723320874034,121621.0703125,3.55,3.775,0.4500000000000002,0.11920529801324509,118982.2890625,2638.78125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
460,7825,1812,1679-2092,401.03980978254947,167.65391069117007,0.999726888296919,567.1427846853254,192.56644870923913,1070.7639691697657,168246.59375,3.55,3.775,0.4500000000000002,0.11920529801324509,169191.8125,945.21875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
461,7154,2343,2093-2500,248.28145001115368,106.5883732761549,0.9999289797242589,228.87146141288991,104.29334026834239,670.0595973351463,209366.5,3.55,3.775,0.4500000000000002,0.11920529801324509,210337.359375,970.859375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
462,9717,2293,2093-2500,277.0882215271642,109.40064085520869,0.9999097796900721,540.5842386081106,191.04939070991847,774.408902848364,206730.875,3.55,3.775,0.4500000000000002,0.11920529801324509,207673.0625,942.1875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
463,6244,213,160-279,158.84011694447912,78.06226624984741,0.9952699325639432,132.58811160265876,72.17316735309103,386.11179739433294,13556.09765625,4.0,3.825,1.35,0.35294117647058826,13238.5810546875,317.5166015625,4.0,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
464,5157,1771,1679-2092,546.4378774774679,208.83994240709387,0.9994670688711252,878.3815993918942,285.995849609375,1435.0167204476297,164570.390625,3.55,3.775,0.4500000000000002,0.11920529801324509,165513.234375,942.84375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
465,3229,1958,1679-2092,653.2747079927259,207.84880176816193,0.99938475501007,496.21210972279516,186.963623046875,1921.377876635023,182949.078125,3.55,3.775,0.4500000000000002,0.11920529801324509,182997.8125,48.734375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
466,7626,1033,849-1267,471.5473602870676,198.34411319686225,0.9988660848055865,371.1189908062394,157.2315090013587,1224.9201584834786,90134.4921875,3.55,3.775,0.4500000000000002,0.11920529801324509,90783.65625,649.1640625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
467,9074,1842,1679-2092,365.1198612138038,159.25418773671026,0.9997792511558425,230.4254638523101,130.57150135869566,916.3770392875147,171222.921875,3.55,3.775,0.4500000000000002,0.11920529801324509,171682.046875,459.125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
468,6966,2080,1679-2092,586.8494108383903,178.97188046715777,0.9995415680800797,316.6344673192657,132.48831309442934,1387.8617395239778,193663.953125,3.55,3.775,0.4500000000000002,0.11920529801324509,192610.546875,1053.40625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
469,4153,979,849-1267,411.2615424271797,172.6547884699946,0.9989949139821536,298.58963030422444,154.69089673913044,1116.2668390270076,83656.2421875,3.55,3.775,0.4500000000000002,0.11920529801324509,84653.6484375,997.40625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
470,924,941,849-1267,358.46165407253244,157.69672342900816,0.9992420753283306,135.1056040722634,90.99397609544837,878.7475976574843,81642.9765625,3.55,3.775,0.4500000000000002,0.11920529801324509,81396.109375,246.8671875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
471,5852,1149,849-1267,930.1218896858488,273.7810157884681,0.9962199678008181,1267.1827402783083,348.7920664911685,2812.0720164765094,96239.046875,3.55,3.775,0.4500000000000002,0.11920529801324509,102254.6015625,6015.5546875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
472,3074,2484,2093-2500,243.34626248500766,91.59783867824389,0.999936154192005,374.95910663576143,125.94736115828805,689.7408717736184,218046.953125,3.55,3.775,0.4500000000000002,0.11920529801324509,218315.15625,268.203125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
473,4672,2461,2093-2500,380.5202960550216,112.71064731126869,0.999844119629707,456.78092763320285,138.82039741847825,1061.3562886267869,216610.796875,3.55,3.775,0.4500000000000002,0.11920529801324509,216899.734375,288.9375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
474,9611,1972,1679-2092,655.6044862481544,209.30015117691704,0.9993779588626452,473.8002773134551,179.04215140964675,1919.1673677007002,184434.0625,3.55,3.775,0.4500000000000002,0.11920529801324509,183762.296875,671.765625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
475,8839,840,428-848,295.4811889640284,135.8290377682893,0.9992717888819942,156.86687377218774,90.7672649881114,750.6182253830477,70393.1171875,3.55,3.575,0.8500000000000001,0.2377622377622378,70610.3984375,217.28125,3.55,0.0,3.775,0.19999999999999973,0.4500000000000002,0.3999999999999999,0.11920529801324509,0.1185569397489927
476,1432,2110,2093-2500,589.7856966455748,186.27032975676164,0.9995316666588764,748.099238484607,222.7706988790761,1652.9470321886477,194192.921875,3.55,3.775,0.4500000000000002,0.11920529801324509,193745.921875,447.0,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
477,7147,308,280-427,234.15523604870037,105.14705188160772,0.9944052318477828,272.7593449344956,116.38125875721808,620.3014092670192,19979.65625,4.0,3.825,1.35,0.35294117647058826,20078.94921875,99.29296875,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
478,7133,2420,2093-2500,216.97626726802451,85.16193739172894,0.9999479641913729,266.76974753292257,103.7659328294837,594.4668298910831,214171.796875,3.55,3.775,0.4500000000000002,0.11920529801324509,214682.015625,510.21875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
479,9327,2469,2093-2500,187.24714004565885,80.16143734183933,0.9999619725759287,234.04984886746666,98.82011081861413,500.7867266095922,217087.859375,3.55,3.775,0.4500000000000002,0.11920529801324509,217369.0,281.140625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
480,7615,2241,2093-2500,420.57524041029797,151.70094857257345,0.9997866632437574,579.3246235755087,194.7857825237772,1117.9774281545176,203271.140625,3.55,3.775,0.4500000000000002,0.11920529801324509,204107.953125,836.8125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
481,2267,1969,1679-2092,2787.368460369421,629.6492522131879,0.9892758454901228,3019.184210776383,806.8066512398098,8492.530692440283,181118.984375,3.55,3.775,0.4500000000000002,0.11920529801324509,184148.34375,3029.359375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
482,3523,1218,849-1267,478.4884651737553,200.89694223340905,0.9991901446461804,530.0731709845444,206.3259118121603,1348.1145484115698,111670.6484375,3.55,3.775,0.4500000000000002,0.11920529801324509,109303.3125,2367.3359375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
483,2245,1645,1268-1678,744.7106661975803,272.3082529437521,0.9989654967743307,1230.3475501079702,464.0542629076087,2259.5758187891443,157874.65625,3.55,3.775,0.4500000000000002,0.11920529801324509,154114.1875,3760.46875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
484,605,1924,1679-2092,934.648510720022,270.1732035400391,0.9986352023816263,1218.536428038679,324.9485181725544,2506.381109622341,179972.65625,3.55,3.775,0.4500000000000002,0.11920529801324509,179228.421875,744.234375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
485,9336,1638,1268-1678,428.95615335673585,175.95711737909733,0.9996414679222249,334.63029745648157,150.83475925611413,1171.3323797700364,155189.28125,3.55,3.775,0.4500000000000002,0.11920529801324509,153701.6875,1487.59375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
486,6129,265,160-279,227.7573190890103,96.66132478999262,0.9937830799930597,289.4981880029,101.49290665336277,600.4696493755846,18444.5,4.0,3.825,1.35,0.35294117647058826,17601.966796875,842.533203125,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
487,9979,1486,1268-1678,414.8431330466796,169.2706265439241,0.9996014260578082,443.5751169485321,194.03256623641303,1138.1037765976816,140128.78125,3.55,3.775,0.4500000000000002,0.11920529801324509,138325.078125,1803.703125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
488,8903,338,280-427,337.15459930371196,130.92688156124612,0.9921540895361948,503.97985611702495,157.17320981233016,945.1327810887922,25091.587890625,3.55,3.575,0.8500000000000001,0.2377622377622378,22866.26171875,2225.326171875,3.55,0.0,3.825,0.25,1.35,0.5,0.35294117647058826,0.11517893870835047
489,5721,6,0-100,97.99053522074676,49.838933305172816,-0.7555128570129443,47.407237564633775,27.66411240204521,202.54892453254834,425.93011474609375,4.0,3.825,1.35,0.35294117647058826,287.6839904785156,138.24612426757812,3.55,0.4500000000000002,4.375,0.5499999999999998,2.4499999999999997,1.0999999999999996,0.5599999999999999,0.20705882352941168
490,1797,60,0-100,92.54062819553728,48.24826729012779,0.9785359813174543,60.825563196541395,34.47838094960088,193.78562959356643,3728.66162109375,3.55,3.825,1.35,0.35294117647058826,3659.713134765625,68.948486328125,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
491,7441,1305,1268-1678,581.8354681700632,233.15039241465692,0.9989716401862029,635.1132604122316,232.04050611413044,1669.1179873870121,121297.8125,3.55,3.775,0.4500000000000002,0.11920529801324509,118422.171875,2875.640625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
492,4571,2278,2093-2500,803.3247296195591,222.38525610245415,0.9992176132627233,1208.0140897684541,323.7626528532609,2279.1740386746915,206851.234375,3.55,3.775,0.4500000000000002,0.11920529801324509,206159.234375,692.0,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
493,2335,304,280-427,160.02530963691186,75.04938416840926,0.9976722947399268,99.84131185864022,58.02226721722147,325.17636157245926,20757.962890625,3.55,3.825,1.35,0.35294117647058826,20703.3984375,54.564453125,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
494,2856,568,428-848,281.6537069919356,127.27689533154032,0.9983481438757082,196.13386585220005,90.04225755774456,662.7234577820894,42907.921875,4.0,3.575,0.8500000000000001,0.2377622377622378,42067.140625,840.78125,3.55,0.4500000000000002,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
495,3603,2012,1679-2092,713.350985230903,211.52080667286748,0.9992850441681581,1009.2069748052596,321.2295028023098,2119.1128626826426,184978.875,3.55,3.775,0.4500000000000002,0.11920529801324509,186487.15625,1508.28125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
496,8435,1991,1679-2092,912.5103309896717,279.11607327137824,0.9988441252856586,1145.1522563369756,352.91103727921194,2720.3893066726196,187942.453125,3.55,3.775,0.4500000000000002,0.11920529801324509,185260.984375,2681.46875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
497,4920,1857,1679-2092,1292.786092686634,339.79040060663635,0.9972148258222169,1688.9769790748546,499.275146484375,3692.2345109027356,174279.140625,3.55,3.775,0.4500000000000002,0.11920529801324509,173052.015625,1227.125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
498,4603,932,849-1267,490.86941347287535,210.87275006926163,0.9983426622714183,373.49228633943403,176.67827042289403,1318.8622624432276,79239.8515625,3.55,3.775,0.4500000000000002,0.11920529801324509,79465.9921875,226.140625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
499,8302,1707,1679-2092,841.8060572965964,273.1318788255775,0.9986508881831676,1000.1487600381528,327.9897354789402,2455.5800453148404,158822.1875,3.55,3.775,0.4500000000000002,0.11920529801324509,159870.484375,1048.296875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
500,1629,1268,1268-1678,589.6627468064107,217.70507343351946,0.9988591637612539,996.6168453972285,342.28940217391306,1737.394826208494,118814.046875,3.55,3.775,0.4500000000000002,0.11920529801324509,115432.3828125,3381.6640625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
501,6384,1605,1268-1678,372.70573936190186,149.45140635508662,0.9997164955937234,413.95636546635814,144.03439198369566,1042.584773659187,150519.390625,3.55,3.775,0.4500000000000002,0.11920529801324509,150197.1875,322.203125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
502,9436,623,428-848,379.7932498362305,158.735876513987,0.997509093261038,401.3750104300371,164.01552946671197,1071.7649709299953,48447.96484375,3.55,3.575,0.8500000000000001,0.2377622377622378,46867.671875,1580.29296875,4.0,0.4500000000000002,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
503,5028,446,428-848,248.30619016843713,106.90091292213772,0.9978601878434133,267.43084478077566,108.1653468919837,635.1959571040538,34108.171875,4.0,3.575,0.8500000000000001,0.2377622377622378,33163.421875,944.75,4.0,0.0,3.825,0.25,1.35,0.5,0.35294117647058826,0.11517893870835047
504,4722,695,428-848,347.99990532210995,150.35605983090608,0.9983464651816372,387.03025431706214,160.4752781080163,890.5375910626991,54229.00390625,4.0,3.575,0.8500000000000001,0.2377622377622378,54938.36328125,709.359375,3.55,0.4500000000000002,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
505,7930,1630,1268-1678,715.8967242216756,255.64794097316576,0.9989862801819989,988.2915387348227,335.02422299592394,2125.9718808765197,156314.796875,3.55,3.775,0.4500000000000002,0.11920529801324509,151964.5625,4350.234375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
506,2785,998,849-1267,433.7670732427066,180.33839586924677,0.9989401371656754,498.896140424886,206.44429878566575,1240.2981166089235,85355.140625,3.55,3.775,0.4500000000000002,0.11920529801324509,87425.8203125,2070.6796875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
507,5523,655,428-848,304.63631917176093,143.82269769220767,0.9986346690404815,228.22451629023487,109.57267960258152,713.4028355725135,52037.4453125,3.55,3.575,0.8500000000000001,0.2377622377622378,52392.3203125,354.875,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
508,1488,2173,2093-2500,608.5191917179401,193.02164393496307,0.999525460981025,715.7940601555405,235.09199855638587,1705.3620568084318,197825.625,3.55,3.775,0.4500000000000002,0.11920529801324509,199104.84375,1279.21875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
509,8763,986,849-1267,396.67423396043944,166.6122051128885,0.9991027421840616,322.6417014034186,135.30678392493206,1058.4141024660828,84817.0078125,3.55,3.775,0.4500000000000002,0.11920529801324509,85876.0625,1059.0546875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
510,3325,2320,2093-2500,467.1589423922113,157.236061383322,0.9997453088802519,455.2783118405888,145.713134765625,1305.9949344162956,209065.40625,3.55,3.775,0.4500000000000002,0.11920529801324509,209436.59375,371.1875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
511,7163,1047,849-1267,773.1923966487835,283.5678685361116,0.996940558626117,1151.9471504603264,452.86080269191575,2308.4156110425547,88909.6171875,4.0,3.775,0.4500000000000002,0.11920529801324509,92255.8515625,3346.234375,3.55,0.4500000000000002,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
512,3908,1744,1679-2092,619.0085128086929,215.92997263767407,0.9992960692666891,798.0950212737423,243.10200832201087,1839.177345232675,159521.8125,3.55,3.775,0.4500000000000002,0.11920529801324509,163295.484375,3773.671875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
513,7636,1378,1268-1678,559.9968911605221,221.29643233907947,0.9991253425341043,574.792493059219,252.87549889605978,1465.770366602528,128616.671875,3.55,3.775,0.4500000000000002,0.11920529801324509,127626.1796875,990.4921875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
514,2960,1047,849-1267,544.1736008850011,217.19993996900476,0.9984924923129262,580.5974664092537,224.04883873980978,1518.4153411143272,90828.953125,3.55,3.775,0.4500000000000002,0.11920529801324509,93440.40625,2611.453125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
515,8828,1242,849-1267,430.3367633628717,182.9365448701278,0.9993340894831811,318.42078851643856,148.9572806980299,1082.6766975450576,111468.140625,3.55,3.775,0.4500000000000002,0.11920529801324509,111876.8125,408.671875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
516,8812,647,428-848,701.6512341089929,262.62437866675333,0.9928160586236404,924.0643312609026,331.73464567764944,2029.520103535526,55630.28515625,3.55,3.775,0.4500000000000002,0.11920529801324509,51502.9453125,4127.33984375,3.55,0.0,3.575,0.19999999999999973,0.8500000000000001,0.3999999999999999,0.2377622377622378,0.1185569397489927
517,1523,677,428-848,344.9132643964573,140.88031130573438,0.9983795316661983,271.29575314617995,150.51296068274456,945.6883099165062,53495.6953125,4.0,3.575,0.8500000000000001,0.2377622377622378,54035.28515625,539.58984375,3.55,0.4500000000000002,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
518,750,360,280-427,224.3966325495175,106.65041109147279,0.9967002224506176,231.6308840880324,108.89776080587636,499.872106913397,24259.314453125,4.0,3.825,1.35,0.35294117647058826,24571.203125,311.888671875,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
519,6564,2251,2093-2500,398.066026756969,134.28147099237856,0.9998076302196454,103.92343154527245,53.96329398777174,1075.2769759272874,203996.421875,3.55,3.775,0.4500000000000002,0.11920529801324509,204206.40625,209.984375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
520,8993,2470,2093-2500,156.3273144318799,71.21342735542629,0.9999735736693506,164.17270414659762,87.69346552309783,402.71763385962765,216995.375,3.55,3.775,0.4500000000000002,0.11920529801324509,217641.5,646.125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
