sample_index_in_test,global_index,active_count,active_count_interval,field_rmse_pa,field_mae_pa,field_r2,roi_curve_rmse_pa,roi_curve_mae_pa,high_response_rmse_pa,true_peak_pa,true_peak_freq_mhz,true_center_6db_mhz,true_bandwidth_6db_mhz,true_fbw_6db,pred_peak_pa,abs_err_peak_pa,pred_peak_freq_mhz,abs_err_peak_freq_mhz,pred_center_6db_mhz,abs_err_center_6db_mhz,pred_bandwidth_6db_mhz,abs_err_bandwidth_6db_mhz,pred_fbw_6db,abs_err_fbw_6db
631,4053,1200,849-1267,418.3560669738676,182.99595410647186,0.9993677429434459,265.64894025576217,171.2675940472147,1138.8085378720473,108543.1328125,3.55,3.775,0.4500000000000002,0.11920529801324509,109182.2109375,639.078125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
632,2788,1896,1679-2092,832.7022460810108,236.54078789115573,0.9989273452243014,704.2158144475584,220.9468834918478,2409.629845809044,175847.65625,3.55,3.775,0.4500000000000002,0.11920529801324509,176443.0,595.34375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
633,7374,2225,2093-2500,460.18857459045626,154.87632385280443,0.9997387534411752,235.93106905581215,106.58614979619566,1202.6652440775058,201661.421875,3.55,3.775,0.4500000000000002,0.11920529801324509,202442.78125,781.359375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
634,9265,999,849-1267,554.74808889604,195.63089625137994,0.9982750700681384,446.7641685384325,207.4038722826087,1390.3895234742797,88483.5,3.55,3.775,0.4500000000000002,0.11920529801324509,87566.7890625,916.7109375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
635,2329,368,280-427,168.14165077329258,83.54124115879225,0.99834517471294,128.0379192286278,77.90566087805706,347.29105851912476,25367.154296875,4.0,3.825,1.35,0.35294117647058826,25085.9921875,281.162109375,4.0,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
636,6011,1197,849-1267,462.6401125976162,196.5263222467837,0.9991928684107962,601.0330460317302,228.4652046535326,1266.3096716221442,107014.34375,3.55,3.775,0.4500000000000002,0.11920529801324509,107711.921875,697.578125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
637,6926,1896,1679-2092,782.0883334730742,216.47320755482548,0.999060279206747,920.1544215649986,276.9245711616848,2377.2791562165708,176479.921875,3.55,3.775,0.4500000000000002,0.11920529801324509,176980.40625,500.484375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
638,5516,865,849-1267,674.347217114516,251.72905691714078,0.9967898040203209,973.1746543473915,367.8015561311141,1925.7752427664325,76521.3203125,3.55,3.775,0.4500000000000002,0.11920529801324509,73079.1015625,3442.21875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
639,7891,2405,2093-2500,227.51865805149754,86.59293021081012,0.9999419389732673,410.61474691355426,145.2677691915761,631.9765971881072,213082.9375,3.55,3.775,0.4500000000000002,0.11920529801324509,214401.953125,1319.015625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
640,5252,2211,2093-2500,749.3372675395302,236.11784518114172,0.9993081448938839,1005.0745695410428,370.5257409137228,2209.221478811116,202592.640625,3.55,3.775,0.4500000000000002,0.11920529801324509,203721.953125,1129.3125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
641,8580,1539,1268-1678,348.9418259235823,150.79052476939324,0.9997259069076958,377.5099620456753,172.34543775475544,943.1855796900347,141685.609375,3.55,3.775,0.4500000000000002,0.11920529801324509,142946.0,1260.390625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
642,6744,1105,849-1267,584.2351302124821,231.38794604518725,0.9983896556162392,718.5648853797068,252.99106233016303,1593.568602222916,97054.328125,3.55,3.775,0.4500000000000002,0.11920529801324509,98029.15625,974.828125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
643,4464,1093,849-1267,706.0978947325787,243.37221859449303,0.9975901386031372,926.8567546792569,331.0258682914402,2078.782541490159,93857.2109375,3.55,3.775,0.4500000000000002,0.11920529801324509,96749.9765625,2892.765625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
644,9178,594,428-848,229.1432385159585,108.6864061778193,0.9990219838090636,140.83166733580447,76.02005137567934,507.6755565264071,45485.3203125,4.0,3.575,0.8500000000000001,0.2377622377622378,45571.41015625,86.08984375,4.0,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
645,8618,2055,1679-2092,580.401192326409,206.57097753521464,0.9995468655908658,635.4656828787278,223.47873853600544,1711.0755156451494,193705.953125,3.55,3.775,0.4500000000000002,0.11920529801324509,190786.421875,2919.53125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
646,9808,1231,849-1267,756.3262481287368,275.7783322982125,0.9979456360506183,1221.4983625447708,428.97978940217394,2280.638000872942,105921.1015625,3.55,3.775,0.4500000000000002,0.11920529801324509,109950.46875,4029.3671875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
647,8775,858,849-1267,574.6540563868685,212.84212150905444,0.997257400578396,717.5718557366179,268.39005180027175,1637.0702419233598,69373.1015625,4.0,3.575,0.8500000000000001,0.2377622377622378,72401.6640625,3028.5625,3.55,0.4500000000000002,3.775,0.19999999999999973,0.4500000000000002,0.3999999999999999,0.11920529801324509,0.1185569397489927
648,308,786,428-848,328.5918906762029,134.73189766049592,0.998937726963167,460.6280740580393,166.77095894191575,895.5045173231999,66706.203125,3.55,3.775,0.4500000000000002,0.11920529801324509,64571.3359375,2134.8671875,3.55,0.0,3.575,0.19999999999999973,0.8500000000000001,0.3999999999999999,0.2377622377622378,0.1185569397489927
649,2168,452,428-848,313.371364953904,132.10858771269426,0.9965304327687384,105.61033526247132,61.19385296365489,788.187803092981,33707.65234375,4.0,3.575,0.8500000000000001,0.2377622377622378,33511.83203125,195.8203125,4.0,0.0,3.825,0.25,1.35,0.5,0.35294117647058826,0.11517893870835047
650,4093,1258,849-1267,887.4066883427429,290.2397502191958,0.9975233423521345,1399.8613752688873,435.72806449558425,2725.134482493604,120966.9609375,3.55,3.775,0.4500000000000002,0.11920529801324509,114495.7109375,6471.25,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
651,4349,2078,1679-2092,724.3456567481135,233.40366080707054,0.9992809017675163,793.3472959010516,254.00163468070653,2043.7113751686313,190474.953125,3.55,3.775,0.4500000000000002,0.11920529801324509,192285.078125,1810.125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
652,2312,364,280-427,228.1829189015648,100.35126347583274,0.996981286148111,142.9134128100321,75.02802840523098,529.1327779314425,25910.6015625,4.0,3.825,1.35,0.35294117647058826,25415.310546875,495.291015625,4.0,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
653,1974,2224,2093-2500,630.8149549767948,200.2574467642079,0.9995126055207159,226.32723053791523,136.21998131793478,1682.2663116684143,203365.953125,3.55,3.775,0.4500000000000002,0.11920529801324509,202783.40625,582.546875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
654,2696,658,428-848,483.08032742362724,179.67939613584434,0.9965992392172259,649.4489765033628,217.11563243036684,1404.1863130467548,54253.046875,3.55,3.775,0.4500000000000002,0.11920529801324509,51225.7265625,3027.3203125,3.55,0.0,3.575,0.19999999999999973,0.8500000000000001,0.3999999999999999,0.2377622377622378,0.1185569397489927
655,1764,2122,2093-2500,892.7655824179496,254.17211333432405,0.9989334303475496,1176.0552284773005,414.89834196671194,2652.477907304815,193670.84375,3.55,3.775,0.4500000000000002,0.11920529801324509,195948.5,2277.65625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
656,6657,774,428-848,584.3245480086414,223.2790155020009,0.9965698508216165,587.3984396394957,222.7701416015625,1612.1747103771133,64722.68359375,3.55,3.775,0.4500000000000002,0.11920529801324509,62590.03515625,2132.6484375,3.55,0.0,3.575,0.19999999999999973,0.8500000000000001,0.3999999999999999,0.2377622377622378,0.1185569397489927
657,6495,1227,849-1267,543.4926745457227,218.17002328106423,0.999000673703139,748.3578194836069,288.6102135699728,1543.0247727236901,115644.5703125,3.55,3.775,0.4500000000000002,0.11920529801324509,112355.546875,3289.0234375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
658,1560,1096,849-1267,654.5915127576052,248.769121498705,0.9979795141487808,603.1710740576706,200.8638916015625,1932.1856317161082,94450.84375,3.55,3.775,0.4500000000000002,0.11920529801324509,96960.03125,2509.1875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
659,5659,130,101-159,120.69474266423387,59.895625907334036,0.9916396244203091,68.37728637147367,38.19874572753906,272.2437157809542,7806.6455078125,3.55,3.825,1.35,0.35294117647058826,7837.84765625,31.2021484375,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
660,5363,293,280-427,357.2900691179966,134.0102988542308,0.9877961432237016,601.06143839488,217.68659774116847,1015.0935409515324,22052.3359375,3.55,3.575,0.8500000000000001,0.2377622377622378,20027.857421875,2024.478515625,3.55,0.0,3.825,0.25,1.35,0.5,0.35294117647058826,0.11517893870835047
661,4235,2028,1679-2092,821.0332553733712,273.49846512769614,0.9990380909953909,1014.2053148025642,378.98293138586956,2413.5709856050275,186193.046875,3.55,3.775,0.4500000000000002,0.11920529801324509,189862.953125,3669.90625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
662,5631,1613,1268-1678,427.19628990588774,178.37689146463146,0.9996188159172633,527.8602203363457,220.18281886888587,1203.7415993330542,148081.953125,3.55,3.775,0.4500000000000002,0.11920529801324509,150412.921875,2330.96875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
663,1242,2192,2093-2500,544.9777206484162,172.06599747898267,0.9996271989388654,200.75792159453812,114.44938858695652,1292.00227467346,199889.953125,3.55,3.775,0.4500000000000002,0.11920529801324509,199324.34375,565.609375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
664,35,1118,849-1267,635.0977120337782,230.34287969784944,0.9982569158412437,1082.4879039822101,395.0363344938859,1904.4841795796744,96318.921875,3.55,3.775,0.4500000000000002,0.11920529801324509,100316.9296875,3998.0078125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
665,7931,36,0-100,107.7882540235975,55.25274072221051,0.9179231070543988,42.5664128749075,25.49875674040421,245.96482210470882,1997.33349609375,3.55,3.825,1.35,0.35294117647058826,2009.6533203125,12.31982421875,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
666,6259,220,160-279,184.07385367640154,84.82452682405555,0.9944497931626134,177.62540982181682,87.74497256071672,479.98942544442286,14732.5546875,4.0,3.825,1.35,0.35294117647058826,14273.4599609375,459.0947265625,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
667,4341,445,428-848,252.4151312740429,118.42372933614979,0.9974190945086896,283.7992918350624,141.43474811056385,584.6911759026272,32562.751953125,3.55,3.825,1.35,0.35294117647058826,31680.462890625,882.2890625,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
668,736,2104,2093-2500,1184.527128993169,335.7414736168903,0.9981487191963108,644.8385994748915,250.4124808933424,3299.3211254207517,192216.71875,3.55,3.775,0.4500000000000002,0.11920529801324509,194820.734375,2604.015625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
669,1202,15,0-100,96.22569040152283,50.40378483088016,0.6565058187993941,29.063966511644708,22.161723758863367,215.03240934616394,978.9003295898438,4.0,3.825,1.35,0.35294117647058826,961.3343505859375,17.56597900390625,3.55,0.4500000000000002,4.075,0.25,1.85,0.5,0.4539877300613497,0.10104655359076142
670,2673,724,428-848,453.1566155641076,181.18966086186947,0.9974419295314129,570.920791647325,229.86556874150816,1192.311663830942,57019.46875,3.55,3.575,0.8500000000000001,0.2377622377622378,58301.51953125,1282.05078125,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
671,7108,1590,1268-1678,414.777902200383,169.1875757114576,0.9996457618676418,387.4314627087586,179.54255477241847,1160.206783396884,149959.890625,3.55,3.775,0.4500000000000002,0.11920529801324509,149254.84375,705.046875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
672,6770,1760,1679-2092,459.088585514032,175.8836949173637,0.9996315660734876,301.05274487818343,154.77718452785325,1220.6703585495316,163994.3125,3.55,3.775,0.4500000000000002,0.11920529801324509,164729.8125,735.5,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
673,3894,1371,1268-1678,818.5711803731072,291.72085978685465,0.9980866865735373,1315.9610254286083,455.14847465183425,2497.2921048529115,121284.5,3.55,3.775,0.4500000000000002,0.11920529801324509,126744.3828125,5459.8828125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
674,8742,354,280-427,215.38982552818985,98.17517552757263,0.9969994034906292,150.52502123618052,81.5951458474864,517.5972828339679,24500.783203125,3.55,3.825,1.35,0.35294117647058826,24860.71484375,359.931640625,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
675,5542,1725,1679-2092,560.2383203187948,218.22980196931258,0.999418814755015,732.442781088291,298.49209196671194,1591.0946032269994,162487.21875,3.55,3.775,0.4500000000000002,0.11920529801324509,161009.625,1477.59375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
676,2752,1960,1679-2092,1659.4867135832208,388.86553477517833,0.9958043324990263,2110.4744832356187,555.5756623641304,4304.209006598436,181910.015625,3.55,3.775,0.4500000000000002,0.11920529801324509,182611.78125,701.765625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
677,3331,471,428-848,265.73468341292744,126.59290923710698,0.9976459422450762,259.6943398272373,127.6366550611413,647.2496351222125,33796.25390625,3.55,3.575,0.8500000000000001,0.2377622377622378,34180.15625,383.90234375,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
678,6718,971,849-1267,374.0331841655999,171.67888385487433,0.9991720711759532,378.37976590650226,154.24638565726903,924.6885623046775,85311.5,3.55,3.775,0.4500000000000002,0.11920529801324509,84806.9296875,504.5703125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
679,3219,251,160-279,248.63387186306113,101.87136058734396,0.9922807782259677,240.4396284709025,101.20068890115489,679.111988145346,17759.2578125,3.55,3.825,1.35,0.35294117647058826,16895.287109375,863.970703125,4.0,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
680,4465,2480,2093-2500,283.4758160086674,96.8938250169837,0.9999132042504525,342.9726531432616,124.54470957880434,772.5673656123121,217765.625,3.55,3.775,0.4500000000000002,0.11920529801324509,218148.640625,383.015625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
681,1697,964,849-1267,389.1112587407808,163.29984972560717,0.9990994869357231,373.6703396802422,138.8869098165761,1043.1281961219643,82125.859375,3.55,3.775,0.4500000000000002,0.11920529801324509,83074.546875,948.6875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
682,4892,443,428-848,217.37479651592568,97.93326363498853,0.998206363687518,103.94010970724538,63.97550101902174,512.661964556615,31556.982421875,3.55,3.825,1.35,0.35294117647058826,31699.384765625,142.40234375,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
683,950,1948,1679-2092,401.05442828630663,150.73115931024967,0.9997588348113948,301.6990616079546,140.3892238451087,1045.399195154177,180463.625,3.55,3.775,0.4500000000000002,0.11920529801324509,181499.125,1035.5,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
684,5387,208,160-279,134.2956412166695,68.95690979102591,0.9962759810385757,100.4084196712958,52.5193746815557,304.8361025770525,13505.32421875,3.55,3.825,1.35,0.35294117647058826,13124.849609375,380.474609375,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
685,4871,688,428-848,331.9643593793331,143.4962716860564,0.9985120121222919,130.96198125144895,80.38826320482337,845.241943822443,55627.6953125,3.55,3.575,0.8500000000000001,0.2377622377622378,55402.2109375,225.484375,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
686,5279,2,0-100,136.25647880927548,57.1437987625941,-18.989698515130716,45.09883004685432,29.367999118307363,190.97941126338597,139.0651092529297,4.0,4.075,1.85,0.4539877300613497,238.48484802246094,99.41973876953125,3.55,0.4500000000000002,4.275,0.20000000000000018,1.4500000000000002,0.3999999999999999,0.33918128654970764,0.11480644351164204
687,2371,636,428-848,318.6440329259281,144.68561367214036,0.9983860075341126,298.1487723115418,130.63132642663044,755.9132385759833,50142.078125,3.55,3.575,0.8500000000000001,0.2377622377622378,49525.5234375,616.5546875,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
688,3047,1724,1679-2092,417.7021353216592,159.52101788330077,0.9996858414555146,591.2463668807959,176.5299125339674,1182.3409023805098,160802.4375,3.55,3.775,0.4500000000000002,0.11920529801324509,160945.296875,142.859375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
689,9160,622,428-848,331.5738667803201,133.50112088994564,0.9980696066243572,178.46567844614674,74.3027874490489,791.1558110851735,48862.6953125,3.55,3.575,0.8500000000000001,0.2377622377622378,48838.62890625,24.06640625,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
690,970,1051,849-1267,671.5747542325172,239.31149193274456,0.9976208902208143,799.3941392675928,300.44548764436144,1883.459956197969,93355.5703125,3.55,3.775,0.4500000000000002,0.11920529801324509,91296.4609375,2059.109375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
691,4749,765,428-848,426.51442286255394,155.56927573102868,0.9982005278218113,422.41242886447174,143.2380211871603,1207.5952763226016,64264.2734375,3.55,3.775,0.4500000000000002,0.11920529801324509,62295.640625,1968.6328125,3.55,0.0,3.575,0.19999999999999973,0.8500000000000001,0.3999999999999999,0.2377622377622378,0.1185569397489927
692,7899,1415,1268-1678,593.9712579869008,226.75448071819804,0.9990933063606118,753.6118665064546,289.88698412024456,1719.196096405168,133329.515625,3.55,3.775,0.4500000000000002,0.11920529801324509,130827.8984375,2501.6171875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
693,6506,806,428-848,407.6462630411948,166.27496904217264,0.9984094444750454,502.72165877624536,213.4308392068614,1124.0954091374356,66031.296875,3.55,3.575,0.8500000000000001,0.2377622377622378,67491.9296875,1460.6328125,3.55,0.0,3.775,0.19999999999999973,0.4500000000000002,0.3999999999999999,0.11920529801324509,0.1185569397489927
694,558,2339,2093-2500,298.73641187487937,114.46313628566575,0.9998963783349614,487.99787004369915,171.7516559103261,862.964436960833,209226.921875,3.55,3.775,0.4500000000000002,0.11920529801324509,210799.046875,1572.125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
695,5558,797,428-848,382.36512736226064,165.09194681821077,0.9986642669696183,402.8011940136662,161.6406939962636,1020.3868389586306,65492.80859375,3.55,3.775,0.4500000000000002,0.11920529801324509,66380.578125,887.76953125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
696,4035,625,428-848,448.6549631480863,189.74355107328995,0.9965663252027931,547.8712485882472,251.65978207795516,1221.7717125612066,49880.703125,4.0,3.775,0.4500000000000002,0.11920529801324509,48936.078125,944.625,3.55,0.4500000000000002,3.575,0.19999999999999973,0.8500000000000001,0.3999999999999999,0.2377622377622378,0.1185569397489927
697,8870,651,428-848,418.2986322232252,166.89519222126836,0.9974148514890482,586.4360252579664,228.6026611328125,1202.4877088426301,53281.07421875,3.55,3.575,0.8500000000000001,0.2377622377622378,51079.0859375,2201.98828125,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
698,7866,2268,2093-2500,1103.8916234936767,285.1818597146739,0.9985854439882175,343.3869568216249,144.9916355298913,2937.99441986106,206657.265625,3.55,3.775,0.4500000000000002,0.11920529801324509,206136.515625,520.75,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
699,9936,447,428-848,364.50568625751754,154.03063322282875,0.9951400087918343,352.10010457239946,166.1058508831522,882.0058714972448,33904.37890625,3.55,3.575,0.8500000000000001,0.2377622377622378,32626.6015625,1277.77734375,3.55,0.0,3.825,0.25,1.35,0.5,0.35294117647058826,0.11517893870835047
700,1281,875,849-1267,422.4878686600589,179.06881238177755,0.9986240921299627,275.5622411086006,155.84995435631794,1067.6033407424056,73325.2421875,3.55,3.775,0.4500000000000002,0.11920529801324509,73805.2578125,480.015625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
701,6480,2467,2093-2500,169.38729831076796,75.97533097826087,0.9999688985759569,261.90422352594766,99.52536939538044,432.4001184809704,217204.265625,3.55,3.775,0.4500000000000002,0.11920529801324509,217452.28125,248.015625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
702,3334,252,160-279,179.58899852075845,86.72094384684355,0.9953796793699146,206.59122265229217,104.46976636803669,423.8625305753105,17655.814453125,3.55,3.825,1.35,0.35294117647058826,17009.685546875,646.12890625,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
703,7779,178,160-279,209.8634206059781,89.70322392238948,0.988461269888443,184.06821266442802,82.2607129967731,504.2150752087175,11805.5771484375,3.55,3.825,1.35,0.35294117647058826,11122.8310546875,682.74609375,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
704,9558,1031,849-1267,429.05580351504636,182.13695180717136,0.9990803904405393,196.1420457908618,110.03458835767663,1189.7637895889336,91883.890625,3.55,3.775,0.4500000000000002,0.11920529801324509,91809.2734375,74.6171875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
705,1591,2263,2093-2500,968.9077089424953,244.20992859205163,0.9988666213035583,365.27534135452856,135.07987644361413,2464.1587548656676,205285.15625,3.55,3.775,0.4500000000000002,0.11920529801324509,205250.9375,34.21875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
706,891,1619,1268-1678,384.04964000561796,153.5447693030316,0.9996971389610294,399.84288408219777,155.24022376019022,1012.4343560814842,151403.515625,3.55,3.775,0.4500000000000002,0.11920529801324509,151154.671875,248.84375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
707,8762,71,0-100,110.0017094115181,56.88644791736603,0.9796553601163315,143.49877060260658,74.45126243259595,259.9009490818224,4588.30078125,4.0,3.825,1.35,0.35294117647058826,4549.0810546875,39.2197265625,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
708,8766,2203,2093-2500,402.33120606965366,145.43979455937924,0.9998011502960441,558.0670660298726,193.7680133322011,1107.538571899652,202090.203125,3.55,3.775,0.4500000000000002,0.11920529801324509,201178.734375,911.46875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
709,7,778,428-848,1413.9379946201702,440.7484790125971,0.9822562593459996,2430.4914643918223,775.6426046620245,4353.976977951347,75831.328125,3.55,3.775,0.4500000000000002,0.11920529801324509,65557.96875,10273.359375,3.55,0.0,3.575,0.19999999999999973,0.8500000000000001,0.3999999999999999,0.2377622377622378,0.1185569397489927
710,5749,198,160-279,144.53834904103525,69.07587878322602,0.9949157062262813,85.83045493832255,41.2373338782269,317.7926823872992,13261.287109375,3.55,3.825,1.35,0.35294117647058826,13045.3779296875,215.9091796875,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
711,9245,86,0-100,127.39953040960121,57.24314849100528,0.9800906237743454,90.5590564746304,45.210357002590015,326.38403887732886,5485.29248046875,3.55,3.825,1.35,0.35294117647058826,5162.17578125,323.11669921875,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
712,1562,1261,849-1267,401.23389539870936,178.7894928795856,0.9994727850209071,238.89701570483533,126.76362941576087,934.7148002707654,115375.03125,3.55,3.775,0.4500000000000002,0.11920529801324509,114465.4296875,909.6015625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
713,6179,617,428-848,440.68292181378433,177.43869902569315,0.9967247577374433,685.9148301341581,263.4244782820992,1260.1399286618494,49328.94921875,4.0,3.575,0.8500000000000001,0.2377622377622378,47490.984375,1837.96484375,4.0,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
714,9144,2282,2093-2500,548.206054353479,169.65059554940927,0.9996389509929868,246.86561857435876,118.89039147418478,1409.3757565898907,206086.453125,3.55,3.775,0.4500000000000002,0.11920529801324509,206416.578125,330.125,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
715,4051,2242,2093-2500,772.7938684322669,211.13395511746614,0.9992682168549464,783.191487737915,242.35441788383153,2161.614995958919,204689.21875,3.55,3.775,0.4500000000000002,0.11920529801324509,203608.421875,1080.796875,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
716,7107,460,428-848,301.35617663557537,121.90673506045134,0.9966049860029839,471.49234638357274,138.81889011548913,812.1490182276557,32879.40234375,4.0,3.825,1.35,0.35294117647058826,33203.73828125,324.3359375,3.55,0.4500000000000002,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
717,7538,614,428-848,330.5214117464235,147.95512280114215,0.9980886054757161,282.86145395995084,136.5285352623981,827.0204425832561,47499.0234375,4.0,3.575,0.8500000000000001,0.2377622377622378,48109.1640625,610.140625,3.55,0.4500000000000002,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
718,7489,190,160-279,135.99742950369765,65.93537765449027,0.9951506917809281,79.8259812806681,38.91263746178669,298.8577844365937,11909.7763671875,3.55,3.825,1.35,0.35294117647058826,12008.412109375,98.6357421875,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
719,4513,2194,2093-2500,1294.7617042264674,316.0385364616062,0.9978299437202205,1276.9765949027271,357.7265625,3268.701764007283,199854.140625,3.55,3.775,0.4500000000000002,0.11920529801324509,200096.375,242.234375,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
720,9867,770,428-848,419.0941862356528,179.3974211534583,0.9982131722449438,436.2901301845583,176.3251263162364,1145.0776452118002,63145.99609375,3.55,3.575,0.8500000000000001,0.2377622377622378,63252.7734375,106.77734375,3.55,0.0,3.575,0.0,0.8500000000000001,0.0,0.2377622377622378,0.0
721,3038,43,0-100,104.00135375345411,51.869023152401134,0.9420691832465253,68.66166850360968,35.53010724938434,234.2739702835916,2487.19677734375,3.55,3.825,1.35,0.35294117647058826,2728.71435546875,241.517578125,3.55,0.0,3.825,0.0,1.35,0.0,0.35294117647058826,0.0
722,3834,2298,2093-2500,444.3318416729867,146.15901222826088,0.9997663522962429,312.77475761590154,116.14632515285327,1176.0543987294407,206646.046875,3.55,3.775,0.4500000000000002,0.11920529801324509,207892.5625,1246.515625,3.55,0.0,3.775,0.0,0.4500000000000002,0.0,0.11920529801324509,0.0
